Configuration,Episode,Mean Total Reward,Std Dev
Naive DQN (No Target Network),1788,10.5,1.5
Naive DQN (No Target Network),1789,10.0,1.0
Naive DQN (No Target Network),1790,12.5,2.5
Naive DQN (No Target Network),1791,10.5,1.5
Naive DQN (No Target Network),1792,10.0,0.0
Naive DQN (No Target Network),1793,10.0,1.0
Naive DQN (No Target Network),1794,10.0,0.0
Naive DQN (No Target Network),1795,10.5,1.5
Naive DQN (No Target Network),1796,16.0,5.0
Naive DQN (No Target Network),1797,21.0,11.0
Naive DQN (No Target Network),1798,13.0,3.0
Naive DQN (No Target Network),1799,35.0,23.0
Naive DQN (No Target Network),1800,57.0,49.0
Naive DQN (No Target Network),1801,105.0,95.0
Naive DQN (No Target Network),1802,104.5,95.5
Naive DQN (No Target Network),1803,106.0,94.0
Naive DQN (No Target Network),1804,104.5,95.5
Naive DQN (No Target Network),1805,106.5,93.5
Naive DQN (No Target Network),1806,106.0,94.0
Naive DQN (No Target Network),1807,106.0,94.0
Naive DQN (No Target Network),1808,105.5,94.5
Naive DQN (No Target Network),1809,107.5,92.5
Naive DQN (No Target Network),1810,106.5,93.5
Naive DQN (No Target Network),1811,105.0,95.0
Naive DQN (No Target Network),1812,106.0,94.0
Naive DQN (No Target Network),1813,106.0,94.0
Naive DQN (No Target Network),1814,105.5,94.5
Naive DQN (No Target Network),1815,104.5,95.5
Naive DQN (No Target Network),1816,104.5,95.5
Naive DQN (No Target Network),1817,106.0,94.0
Naive DQN (No Target Network),1818,104.5,95.5
Naive DQN (No Target Network),1819,105.5,94.5
Naive DQN (No Target Network),1820,29.5,20.5
Naive DQN (No Target Network),1821,86.5,76.5
Naive DQN (No Target Network),1822,21.0,10.0
Naive DQN (No Target Network),1823,17.0,6.0
Naive DQN (No Target Network),1824,15.5,6.5
Naive DQN (No Target Network),1825,16.5,6.5
Naive DQN (No Target Network),1826,21.0,9.0
Naive DQN (No Target Network),1827,56.0,45.0
Naive DQN (No Target Network),1828,67.0,56.0
Naive DQN (No Target Network),1829,58.5,45.5
Naive DQN (No Target Network),1830,62.0,50.0
Naive DQN (No Target Network),1831,100.5,90.5
Naive DQN (No Target Network),1832,107.5,92.5
Naive DQN (No Target Network),1833,104.5,90.5
Naive DQN (No Target Network),1834,60.0,51.0
Naive DQN (No Target Network),1835,105.0,95.0
Naive DQN (No Target Network),1836,107.5,92.5
Naive DQN (No Target Network),1837,105.5,94.5
Naive DQN (No Target Network),1838,107.5,92.5
Naive DQN (No Target Network),1839,107.5,92.5
Naive DQN (No Target Network),1840,106.5,84.5
Naive DQN (No Target Network),1841,109.5,90.5
Naive DQN (No Target Network),1842,136.0,14.0
Naive DQN (No Target Network),1843,71.0,0.0
Naive DQN (No Target Network),1844,12.0,0.0
Naive DQN (No Target Network),1845,10.0,0.0
Naive DQN (No Target Network),1846,11.0,0.0
Naive DQN (No Target Network),1847,8.0,0.0
Naive DQN (No Target Network),1848,9.0,0.0
Naive DQN (No Target Network),1849,9.0,0.0
Naive DQN (No Target Network),1850,9.0,0.0
Naive DQN (No Target Network),1851,13.0,0.0
Naive DQN (No Target Network),1852,10.0,0.0
Naive DQN (No Target Network),1853,11.0,0.0
Naive DQN (No Target Network),1854,9.0,0.0
Naive DQN (No Target Network),1855,11.0,0.0
Naive DQN (No Target Network),1856,9.0,0.0
Naive DQN (No Target Network),1857,10.0,0.0
Naive DQN (No Target Network),1858,10.0,0.0
Naive DQN (No Target Network),1859,12.0,0.0
Naive DQN (No Target Network),1860,15.0,0.0
Naive DQN (No Target Network),1861,8.0,0.0
Naive DQN (No Target Network),1862,9.0,0.0
Naive DQN (No Target Network),1863,8.0,0.0
Naive DQN (No Target Network),1864,11.0,0.0
Naive DQN (No Target Network),1865,10.0,0.0
Naive DQN (No Target Network),1866,8.0,0.0
Naive DQN (No Target Network),1867,10.0,0.0
Naive DQN (No Target Network),1868,10.0,0.0
Naive DQN (No Target Network),1869,9.0,0.0
Naive DQN (No Target Network),1870,9.0,0.0
Naive DQN (No Target Network),1871,9.0,0.0
Naive DQN (No Target Network),1872,9.0,0.0
Naive DQN (No Target Network),1873,9.0,0.0
Naive DQN (No Target Network),1874,12.0,0.0
Naive DQN (No Target Network),1875,10.0,0.0
Naive DQN (No Target Network),1876,10.0,0.0
Naive DQN (No Target Network),1877,12.0,0.0
Naive DQN (No Target Network),1878,10.0,0.0
Naive DQN (No Target Network),1879,10.0,0.0
Naive DQN (No Target Network),1880,12.0,0.0
Naive DQN (No Target Network),1881,10.0,0.0
Naive DQN (No Target Network),1882,10.0,0.0
Naive DQN (No Target Network),1883,10.0,0.0
Naive DQN (No Target Network),1884,9.0,0.0
Naive DQN (No Target Network),1885,10.0,0.0
Naive DQN (No Target Network),1886,10.0,0.0
Naive DQN (No Target Network),1887,11.0,0.0
Naive DQN (No Target Network),1888,13.0,0.0
Naive DQN (No Target Network),1889,10.0,0.0
Naive DQN (No Target Network),1890,10.0,0.0
Naive DQN (No Target Network),1891,10.0,0.0
Naive DQN (No Target Network),1892,10.0,0.0
Naive DQN (No Target Network),1893,12.0,0.0
Naive DQN (No Target Network),1894,10.0,0.0
Naive DQN (No Target Network),1895,13.0,0.0
Naive DQN (No Target Network),1896,9.0,0.0
Naive DQN (No Target Network),1897,10.0,0.0
Naive DQN (No Target Network),1898,10.0,0.0
Naive DQN (No Target Network),1899,12.0,0.0
Naive DQN (No Target Network),1900,13.0,0.0
Naive DQN (No Target Network),1901,9.0,0.0
Naive DQN (No Target Network),1902,9.0,0.0
Naive DQN (No Target Network),1903,15.0,0.0
Naive DQN (No Target Network),1904,11.0,0.0
Naive DQN (No Target Network),1905,10.0,0.0
Naive DQN (No Target Network),1906,10.0,0.0
Naive DQN (No Target Network),1907,9.0,0.0
Naive DQN (No Target Network),1908,10.0,0.0
Naive DQN (No Target Network),1909,9.0,0.0
Naive DQN (No Target Network),1910,17.0,0.0
Naive DQN (No Target Network),1911,11.0,0.0
Naive DQN (No Target Network),1912,10.0,0.0
Naive DQN (No Target Network),1913,9.0,0.0
Naive DQN (No Target Network),1914,10.0,0.0
Naive DQN (No Target Network),1915,9.0,0.0
Naive DQN (No Target Network),1916,13.0,0.0
Naive DQN (No Target Network),1917,60.0,0.0
Naive DQN (No Target Network),1918,85.0,0.0
Naive DQN (No Target Network),1919,134.0,0.0
Naive DQN (No Target Network),1920,200.0,0.0
Naive DQN (No Target Network),1921,196.0,0.0
Naive DQN (No Target Network),1922,127.0,0.0
Naive DQN (No Target Network),1923,103.0,0.0
Naive DQN (No Target Network),1924,77.0,0.0
Naive DQN (No Target Network),1925,22.0,0.0
Naive DQN (No Target Network),1926,19.0,0.0
Naive DQN (No Target Network),1927,12.0,0.0
Naive DQN (No Target Network),1928,12.0,0.0
Naive DQN (No Target Network),1929,11.0,0.0
Naive DQN (No Target Network),1930,13.0,0.0
Naive DQN (No Target Network),1931,15.0,0.0
Naive DQN (No Target Network),1932,13.0,0.0
Naive DQN (No Target Network),1933,13.0,0.0
Naive DQN (No Target Network),1934,11.0,0.0
Naive DQN (No Target Network),1935,11.0,0.0
Naive DQN (No Target Network),1936,9.0,0.0
Naive DQN (No Target Network),1937,12.0,0.0
Naive DQN (No Target Network),1938,9.0,0.0
Naive DQN (No Target Network),1939,11.0,0.0
Naive DQN (No Target Network),1940,11.0,0.0
Naive DQN (No Target Network),1941,9.0,0.0
Naive DQN (No Target Network),1942,8.0,0.0
Naive DQN (No Target Network),1943,16.0,0.0
Naive DQN (No Target Network),1944,11.0,0.0
Naive DQN (No Target Network),1945,10.0,0.0
Naive DQN (No Target Network),1946,13.0,0.0
Naive DQN (No Target Network),1947,13.0,0.0
Naive DQN (No Target Network),1948,11.0,0.0
Naive DQN (No Target Network),1949,9.0,0.0
Naive DQN (No Target Network),1950,11.0,0.0
Naive DQN (No Target Network),1951,11.0,0.0
Naive DQN (No Target Network),1952,11.0,0.0
Naive DQN (No Target Network),1953,9.0,0.0
Naive DQN (No Target Network),1954,9.0,0.0
Naive DQN (No Target Network),1955,11.0,0.0
Naive DQN (No Target Network),1956,12.0,0.0
Naive DQN (No Target Network),1957,10.0,0.0
Naive DQN (No Target Network),1958,11.0,0.0
Naive DQN (No Target Network),1959,14.0,0.0
Naive DQN (No Target Network),1960,11.0,0.0
Naive DQN (No Target Network),1961,10.0,0.0
Naive DQN (No Target Network),1962,11.0,0.0
Naive DQN (No Target Network),1963,13.0,0.0
Naive DQN (No Target Network),1964,16.0,0.0
Naive DQN (No Target Network),1965,11.0,0.0
Naive DQN (No Target Network),1966,13.0,0.0
Naive DQN (No Target Network),1967,12.0,0.0
Naive DQN (No Target Network),1968,14.0,0.0
Naive DQN (No Target Network),1969,19.0,0.0
Naive DQN (No Target Network),1970,12.0,0.0
Naive DQN (No Target Network),1971,16.0,0.0
Naive DQN (No Target Network),1972,14.0,0.0
Naive DQN (No Target Network),1973,20.0,0.0
Naive DQN (No Target Network),1974,19.0,0.0
Naive DQN (No Target Network),1975,20.0,0.0
Naive DQN (No Target Network),1976,64.0,0.0
